Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Secretaría de Marina,SEMARMX,212150908889717,1622459,1654307,2020-08-30 16:15:16 CDT,Photo,11713,633,14340,9143,63,29,7,4,319,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2902552216516226,"#Entérate Por primera vez en la historia de la @SEMAR_mx, zarpó una Patrulla Costera al mando de una mujer, con lo que orgullosamente se impulsa el liderazgo y empoderamiento de las mujeres navales. Más información en https://bit.ly/3gJmb8S:=:https://www.gob.mx/cms/uploads/attachment/file/575138/MARINA_NOTA_INFORMATIVA_300820.pdf #SoyNaval",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2902549859849795/?type=3,,#SOY NAVAL D 3,Photos from Secretaría de Marina's post,,,,"36,251","36,251",14.28
Secretaría de Marina,SEMARMX,212150908889717,1644173,1676483,2020-09-15 20:07:21 CDT,Photo,11330,264,6185,10330,54,18,3,0,407,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2950395105065270,"Embajador y Caballero de los mares, orgullo naval que con su majestuosidad enaltece nuestro fervor patrio. #FelizNoche de #15DeSeptiembre #GritoDeIndependencia #MesPatrio",https://www.facebook.com/SEMARMX/photos/a.438666452904827/2950395025065278/?type=3,,,,,,,"28,591","28,591",11.27
Secretaría de Marina,SEMARMX,212150908889717,1644173,1676483,2020-09-16 08:27:45 CDT,Photo,14824,319,1816,9774,34,21,13,2,352,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2951895998248514,"Desde la plancha del #Zócalo, estamos listos para conmemorar el CCX Aniversario de la Independencia de México. #SomosNavales y estamos #ParaServirAMéxico #16DeSeptiembre",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2951894561581991/?type=3,,,,,,,"27,155","27,155",10.7
Secretaría de Marina,SEMARMX,212150908889717,1622459,1654307,2020-08-30 18:56:37 CDT,Photo,8380,1756,7586,7428,138,23,209,2,148,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2902847416486706,"#AsíSeVivió la llegada de los aspirantes a la #UniversidadNaval, para presentar los exámenes de la “Fase Definitiva”. ¡Mucho éxito!",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2902841013154013/?type=3,,,Photos from Secretaría de Marina's post,,,,"25,670","25,670",10.11
Secretaría de Marina,SEMARMX,212150908889717,1654241,1673102,2020-09-30 07:59:55 CDT,Photo,18816,333,743,5328,15,27,8,1,227,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2994810963957017,"#PilotosAeronavales, en el mar, en el aire, en la tierra, siempre dispuestos #ParaServirAMéxico #FelizMiércoles",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2994802497291197/?type=3,,,,,,,"25,498","25,498",10.05
Secretaría de Marina,SEMARMX,212150908889717,1688937,1713828,2020-12-04 08:03:44 CST,Photo,13018,290,917,5323,26,23,3,1,183,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3169911009780344,Tripulación del Buque ARM Sonora con Honor y Lealtad surca nuestros mares #ParaServirAMéxico y les desea #FelizViernes.,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3169881779783267/?type=3,,,,,,,"19,784","19,784",7.8
Secretaría de Marina,SEMARMX,212150908889717,1654582,1673481,2020-10-01 07:49:37 CDT,Photo,14311,144,608,3859,33,20,1,1,141,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2997814953656618,"Desde las alturas, damos inicio al mes de #Octubre2020 con la mejor actitud #ParaServirAMéxico. Orgullosamente #SoyNaval #FelizJueves",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2997814163656697/?type=3,,#SOYNAVAL MARINA,,,,,"19,118","19,118",7.53
Secretaría de Marina,SEMARMX,212150908889717,1668227,1688728,2020-11-15 10:31:10 CST,Photo,12330,268,557,3749,37,21,2,1,143,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3120285934742852,Siempre motivados vamos a donde se requiera para cumplir con la misión. La tripulación del BAL-01 les desea #FelizDomingo,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3120283284743117/?type=3,,,,,,,"17,108","17,108",6.74
Secretaría de Marina,SEMARMX,212150908889717,1592762,1608324,2020-06-01 08:01:41 CDT,Photo,6314,513,5996,3815,11,10,1,1,400,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2659084977529619,"#SabíasQue Hoy se conmemora el 103 aniversario del #DíaDeLaMarina, fecha en la que se reconoce la labor de mujeres y hombres en la mar. Feliz #DíaDeLaMarina Nacional",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2659083830863067/?type=3,,,,,,,"17,061","17,061",6.72
Secretaría de Marina,SEMARMX,212150908889717,1653076,1671858,2020-09-26 08:07:32 CDT,Photo,11176,105,789,4132,19,20,4,0,162,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2982858321818948,Cada generación quedará plasmada en alguna de nuestras imágenes y serán recordados por su honor y lealtad #ParaServirAMéxico. #FelizSábado,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2982817885156325/?type=3,,,,,,,"16,407","16,407",6.46
Secretaría de Marina,SEMARMX,212150908889717,1667838,1688265,2020-11-14 13:42:58 CST,Photo,11329,346,950,2810,21,20,0,0,123,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3117999721638140,"Buques de la #ArmadaDeMéxico, emprendiendo el rumbo con la misión de proteger y vigilar los litorales mexicanos.",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3117998478304931/?type=3,,,,,,,"15,599","15,599",6.15
Secretaría de Marina,SEMARMX,212150908889717,1712143,1741319,2021-01-22 14:15:29 CST,Photo,5680,1998,4133,2721,46,38,35,8,108,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3291798970924880,¿Quieres formar parte de nuestras filas? Ingresa a: https://bit.ly/3qFXUWW:=:https://www.gob.mx/semar/es y conoce los requisitos para ingresar como Marinero de Infantería de Marina asignado a la Guardia Nacional. ¡No dejes pasar esta oportunidad!,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3291798544258256/?type=3,,"SÉ PARTE DE NUESTRAS FILAS COMO MARINERO DE INF FANTERIA DE MARINA E INTEGRANTE DE LA GUARDIA NACIONAL Conoce los beneficios, requisitos e información de contacto dando clic en el enlace SOYNAVAL MABINA",,,,,"14,767","14,767",5.82
Secretaría de Marina,SEMARMX,212150908889717,1656632,1675685,2020-10-05 18:38:16 CDT,Photo,9960,124,804,3216,33,12,8,0,136,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3011231538981626,"#AlMomento La Quinta Región Naval activó el Plan Marina en Fase de Prevención, debido a posibles afectaciones provocadas por la trayectoria de la Tormenta Tropical “DELTA” en los estados de Quintana Roo y Yucatán. 👉 https://bit.ly/2SvIcOU:=:https://www.gob.mx/cms/uploads/attachment/file/582575/RN-5_05102020.pdf",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3011230775648369/?type=3,,,,,,,"14,293","14,293",5.63
Secretaría de Marina,SEMARMX,212150908889717,1644173,1676483,2020-09-16 13:16:50 CDT,Photo,5516,174,2190,4982,5,3,4,0,164,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2952600548178059,#PorSiTeLoPerdiste Visita nuestra galería y revive cada momento de la Ceremonia del CCX Aniversario de la Independencia de México.,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2952596398178474/?type=3,,,Photos from Secretaría de Marina's post,,,,"13,038","13,038",5.14
Secretaría de Marina,SEMARMX,212150908889717,1639944,1671994,2020-09-03 20:03:42 CDT,Photo,5528,171,881,5281,25,6,43,0,155,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2914926361945478,Desde la Heroica Escuela Naval Militar les deseamos #BuenasNoches,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2914915858613195/?type=3,,,,,,,"12,090","12,090",4.76
Secretaría de Marina,SEMARMX,212150908889717,1641761,1673916,2020-09-08 15:00:07 CDT,Photo,7114,110,483,4144,9,10,6,0,125,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2929027923868655,"Porque #ParaServirAMéxico se requiere de lealtad y compromiso, los #InfantesDeMarina estamos dispuestos a darlo todo por nuestra Nación. #FelizMartes",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2928983937206387/?type=3,,,,,,,"12,001","12,001",4.73
Secretaría de Marina,SEMARMX,212150908889717,1704348,1732375,2021-01-11 15:21:19 CST,Photo,8067,167,370,3134,15,15,0,0,104,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3263363603768417,"Por tierra, nuestros vehículos se abren camino en cualquier terreno para llevar al #InfanteDeMarina a cumplir su misión. #SomosNavales",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3263348827103228/?type=3,,,,,,,"11,872","11,872",4.68
Secretaría de Marina,SEMARMX,212150908889717,1587270,1602718,2020-05-23 10:12:16 CDT,Photo,7518,349,474,2969,108,8,0,1,263,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2638366706268113,"Felicitamos a los Capitanes Ángel Diego Aquino Picazo y Saúl Guerrero Sánchez por haberse graduado del Curso de Comando y Estado Mayor del Ejército de los Estados Unidos de América, obteniendo el grado en Maestría en Artes y Ciencias Militares.",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2638366122934838/?type=3,,#SOY NAVA,Photos from Secretaría de Marina's post,,,,"11,690","11,690",4.61
Secretaría de Marina,SEMARMX,212150908889717,1730752,1763164,2021-02-19 10:00:04 CST,Photo,7798,158,420,2992,6,10,1,0,92,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3361457707292339,#BuenosDías #FamiliaNaval Los #InfantesDeMarina les deseamos un excelente #FinDeSemana #ParaServirAMéxico,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3361456557292454/?type=3,,,,,,,"11,477","11,477",5.36
Secretaría de Marina,SEMARMX,212150908889717,1667448,1687803,2020-11-12 17:50:25 CST,Photo,7938,91,655,2356,20,18,2,0,108,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3113043565467089,"No importa el día ni la hora, siempre estaremos preparados para emprender el vuelo y brindar apoyo donde se requiera #ParaServirAMéxico",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3113043042133808/?type=3,,,,,,,"11,188","11,188",4.41
Secretaría de Marina,SEMARMX,212150908889717,1720615,1750705,2021-01-30 12:27:42 CST,Photo,5065,1524,2164,2175,24,24,19,0,98,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3312342838870493,"¿Si tu deseo es servir a tu nación y tienes vocación? Es tu momento, ingresa a la #ArmadaDeMéxico como #InfanteDeMarina incorporado a la #GuardiaNacional. Para mayor información consulta https://bit.ly/3tbs6ek",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3312341748870602/?type=3,,"SÉ PARTE DE NUESTRAS FILAS COMO MARINERO DE INF ANTERÍA DE MARINA E INTEGRANTE DE LA GUARDIA NACIONAL Conoce los beneficios, requisitos información de contacto dando clic el enlace #SOYNAVAL MARINA",,,,,"11,093","11,093",4.37
Secretaría de Marina,SEMARMX,212150908889717,1660053,1679511,2020-10-12 19:36:11 CDT,Photo,5886,118,686,4108,15,11,9,0,133,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3032142686890511,"Heroica Escuela Naval Militar, noble por la pureza de sus tradiciones, Heroica por los hechos gloriosos de sus hijos. #BuenasNoches",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3032141860223927/?type=3,,,,,,,"10,966","10,966",4.32
Secretaría de Marina,SEMARMX,212150908889717,1587779,1603240,2020-05-25 12:30:57 CDT,Photo,4037,1941,2631,1907,51,30,28,7,271,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2643181812453269,¡Ésta es tu oportunidad!  Forma parte de las filas de la Armada de México como Infante de Marina asignado a la Guardia Nacional; acude a tu Mando más cercano para más información. Aquí te mostramos los requisitos que debes cumplir #ParaServirAMéxico: https://bit.ly/3e4LaCK:=:https://www.gob.mx/semar/es,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2643179865786797/?type=3,,#SOY NAVAL Forma parte de las filas de la la Armada de México como Inf Infante de Marina asignado a la la Guardia Nacional,,,,,"10,903","10,903",4.3
Secretaría de Marina,SEMARMX,212150908889717,1693385,1719561,2020-12-19 08:01:40 CST,Photo,5019,145,697,4174,1,7,4,0,134,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3207060102732101,#InfantesDeMarina por el bienestar del pueblo mexicano. Les desean #FelizSábado,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3207048039399974/?type=3,,,,,,,"10,181","10,181",4.01
Secretaría de Marina,SEMARMX,212150908889717,1570244,1585018,2020-03-17 07:57:32 CST,Photo,5567,128,941,3204,45,15,3,1,2,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2491367024301416,#InfanteríaDeMarina una labor digna de admiración y respeto. #SoyNaval y estoy #ParaServirAMéxico,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2491323230972462/?type=3,,,,,,,"9,906","9,906",3.9
Secretaría de Marina,SEMARMX,212150908889717,1643597,1675893,2020-09-15 08:02:48 CDT,Photo,5738,86,579,3244,7,2,3,0,103,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2948729418565172,Orgullosos de ser mexicanos y estar para servir a la Nación te deseamos #FelizMartes.,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2948728645231916/?type=3,,,,,,,"9,762","9,762",3.77
Secretaría de Marina,SEMARMX,212150908889717,1663714,1683534,2020-10-25 08:01:08 CST,Photo,5158,289,484,3625,2,12,4,0,125,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3064533330318113,"#InfantesDeMarina fieles guardianes de la Patria, te desean... #FelizDomingo",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3064515416986571/?type=3,,MARINA 40 #SOY NAVAL,,,,,"9,699","9,699",3.68
Secretaría de Marina,SEMARMX,212150908889717,1586348,1601742,2020-05-20 12:25:17 CDT,Photo,3243,227,3073,2277,8,6,3,2,350,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2631805156924268,"#QueNoSeTePase En estos tiempos de adversidad donde la contingencia ha afectado a gran parte de la población, el personal naval reafirma su compromiso brindando su apoyo y solidaridad mediante la entrega de despensas. #ParaServirAMéxico",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2631802786924505/?type=3,,,Photos from Secretaría de Marina's post,,,,"9,189","9,189",3.55
Secretaría de Marina,SEMARMX,212150908889717,1691705,1717506,2020-12-13 08:01:22 CST,Photo,4845,125,541,3488,5,3,2,0,105,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3192227377548707,La #MujerNaval nunca claudica; pues siempre mantiene el entusiasmo #ParaServirAMéxico #FelizDomingo,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3192226520882126/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FSEMARMX%2Fphotos%2Fa.397708360333970%2F3192226520882126%2F%3Ftype%3D3,,,,,,"9,114","9,114",3.54
Secretaría de Marina,SEMARMX,212150908889717,1724581,1755148,2021-02-04 08:02:42 CST,Photo,4925,110,387,3361,7,6,7,1,83,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3324219594349484,Nos sentimos orgullosos de ser #InfantesDeMarina leales al pueblo de México. #BuenosDías #FamiliaNaval,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3324219164349527/?type=3,,#SOY NAVAL,,,,,"8,887","8,887",3.55
Secretaría de Marina,SEMARMX,212150908889717,1623170,1655038,2020-08-31 17:11:39 CDT,Photo,4995,205,497,2826,9,7,142,30,76,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2905582572879857,"A nombre de la gran #FamiliaNaval nos complace felicitar a los Cadetes hoy egresados del Heroico Colegio Militar, quienes con esfuerzo y dedicación lograron culminar un logro más. ¡Enhorabuena!",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2905576762880438/?type=3,,,Photos from Secretaría de Marina's post,,,,"8,787","8,787",3.39
Secretaría de Marina,SEMARMX,212150908889717,1685465,1709751,2020-11-23 08:51:39 CST,Photo,4256,177,1822,2419,9,6,3,0,81,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3141201362651309,"Hoy en el #DíaDeLaArmadaDeMéxico, recordamos la gesta heroica de la Marina de Guerra del #23DeNoviembre de 1825, consolidando la independencia Mexicana.",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3141197159318396/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Flogin%2F%3Fnext%3Dhttps%253A%252F%252Fwww.facebook.com%252Flogin%252F%253Fnext%253Dhttps%25253A%25252F%25252Fwww.facebook.com%25252Flogin%25252F%25253Fnext%25253Dhttps%2525253A%2525252F%2525252Fwww.facebook.com%2525252Flogin%2525252F%2525253Fnext%2525253Dhttps%252525253A%252525252F%252525252Fwww.facebook.com%252525252Flogin%252525252F%252525253Fnext%252525253Dhttps%25252525253A%25252525252F%25252525252Fwww.facebook.com%25252525252Flogin%25252525252F%25252525253Fnext%25252525253Dhttps%2525252525253A%2525252525252F%2525252525252Fwww.facebook.com%2525252525252Flogin%2525252525252F%2525252525253Fnext%2525252525253Dhttps%252525252525253A%252525252525252F%252525252525252Fwww.facebook.com%252525252525252Flogin%252525252525252F%252525252525253Fnext%252525252525253Dhttps%25252525252525253A%25252525252525252F%25252525252525252Fwww.facebook.com%25252525252525252Flogin%25252525252525252F%25252525252525253Fnext%25252525252525253Dhttps%2525252525252525253A%2525252525252525252F%2525252525252525252Fwww.facebook.com%2525252525252525252FSEMARMX%2525252525252525252Fphotos%2525252525252525252Fa.397708360333970%2525252525252525252F3141197159318396%2525252525252525252F%2525252525252525253Ftype%2525252525252525253D3,,,,,,"8,773","8,773",3.26
Secretaría de Marina,SEMARMX,212150908889717,1606652,1637497,2020-07-21 10:49:42 CDT,Photo,2410,125,3592,2464,6,5,1,0,166,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2788534161251366,"En este #DíaMundialDelPerro felicitamos a todos los héroes de cuatro patas 🐾 por su entrega, disciplina y lealtad como nuestros caninos que se han convertido en elementos fundamentales de esta Institución.",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2788533737918075/?type=3,,,,,,,"8,769","8,769",3.39
Secretaría de Marina,SEMARMX,212150908889717,1668962,1689634,2020-11-16 08:04:07 CST,Photo,5314,164,510,2674,7,6,0,1,75,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3122599827844796,#PilotosAeronavales con la mejor actitud y atentos al llamado de la Patria les desean... #ExcelenteSemana,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3122598264511619/?type=3,,,,,,,"8,751","8,751",3.25
Secretaría de Marina,SEMARMX,212150908889717,1678358,1700601,2020-11-18 13:00:35 CST,Photo,3032,973,640,3783,10,9,1,0,202,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3128569223914523,Gracias por enviarnos tu propuesta de nombre para el nuevo integrante de la #GranFamiliaNaval. Hoy concluye la convocatoria a las 16 hrs. #Próximamente espera el sorteo #EnVivo y descubre más sorpresas.,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3128558070582305/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Flogin%2F%3Fnext%3Dhttps%253A%252F%252Fwww.facebook.com%252Flogin%252F%253Fnext%253Dhttps%25253A%25252F%25252Fwww.facebook.com%25252FSEMARMX%25252Fphotos%25252Fa.397708360333970%25252F3128558070582305%25252F%25253Ftype%25253D3,,,,,,"8,650","8,650",3.22
Secretaría de Marina,SEMARMX,212150908889717,1572641,1587520,2020-03-24 13:52:37 CST,Photo,3978,289,2395,1952,23,3,10,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2507098016061650,"Por el bienestar del pueblo mexicano, llevamos las acciones necesarias para atender la situación actual del #Covid19 a través de #PlanMarina y en coordinación con la @SSalud_mx, para ello tenemos disponibles 12 aeronaves, 7 buques y 41 vehículos terrestres. Además contamos con un campamento modular multipropósito, casas de campaña, cocinas y cocinetas móviles, así como 4,043 camas disponibles en los Centros de Aislamiento Voluntario y 79 para casos graves.",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2507096366061815/?type=3,,,Photos from Secretaría de Marina's post,,,,"8,650","8,650",3.34
Secretaría de Marina,SEMARMX,212150908889717,1696720,1723652,2020-12-31 08:00:27 CST,Photo,4674,140,599,3106,0,5,1,1,110,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3235168099921301,"Por el honor de servir a #México y a nuestros conciudadanos, les deseamos un #FelizAñoNuevo. #FelizJueves #ParaServirAMéxico",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3235141596590618/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FSEMARMX%2Fphotos%2Fa.397708360333970%2F3235141596590618%2F%3Ftype%3D3,,,,,,"8,636","8,636",3.33
Secretaría de Marina,SEMARMX,212150908889717,1692932,1718971,2020-12-16 18:33:53 CST,Photo,4527,125,600,3081,9,9,4,0,105,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3200772513360860,Desde la Heroica Escuela Naval Militar refrendamos nuestro compromiso #ParaServirAMéxico y les deseamos... #BuenasNoches,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3200772316694213/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FSEMARMX%2Fphotos%2Fa.397708360333970%2F3200772316694213%2F%3Ftype%3D3,#SOY NAVAL,,,,,"8,460","8,460",3.27
Secretaría de Marina,SEMARMX,212150908889717,1708230,1736786,2021-01-16 08:01:31 CST,Photo,4874,70,403,3005,5,9,2,0,83,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3275813202523457,"#InfanteDeMarina, hombre que con Honor, Deber, Lealtad y Patriotismo rige su actuar #ParaServirAMéxico. ¡Todo por la Patria!",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3275812809190163/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FSEMARMX%2Fphotos%2Fa.397708360333970%2F3275812809190163%2F%3Ftype%3D3,,,,,,"8,451","8,451",3.29
Secretaría de Marina,SEMARMX,212150908889717,1621296,1653063,2020-08-26 07:57:48 CDT,Photo,5087,66,363,2773,5,3,4,0,94,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2889469684491146,#InfantesDeMarina siempre dispuestos a mantener la #PazYSeguridad de nuestro pueblo mexicano.,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2889450161159765/?type=3,,JMARINA AMARINA #SOY NAVAL,,,,,"8,395","8,395",3.24
Secretaría de Marina,SEMARMX,212150908889717,1665839,1685892,2020-11-04 07:58:09 CST,Photo,4678,69,402,2979,3,4,4,0,70,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3090555034382609,#InfantesDeMarina en constante entrenamiento #ParaServirAMéxico. #FelizMiércoles,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3090544641050315/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FSEMARMX%2Fphotos%2Fa.397708360333970%2F3090544641050315%2F%3Ftype%3D3,,,,,,"8,209","8,209",3.05
Secretaría de Marina,SEMARMX,212150908889717,1649364,1667694,2020-09-18 18:00:39 CDT,Photo,3711,125,683,3501,8,5,11,0,120,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2959152187522895,"Heroica Escuela Naval Militar, lugar donde se forjan marinos al servicio de nuestra Nación. #BuenasTardes",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2959147840856663/?type=3,,,,,,,"8,164","8,164",3.15
Secretaría de Marina,SEMARMX,212150908889717,1704348,1732375,2021-01-11 08:00:47 CST,Photo,4840,105,345,2773,2,5,5,0,76,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3262477197190391,"Todos los días despertamos motivados #ParaServirAMéxico, y con el mismo entusiasmo les deseamos un #FelizLunes",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3262466463858131/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FSEMARMX%2Fphotos%2Fa.397708360333970%2F3262466463858131%2F%3Ftype%3D3,,,,,,"8,151","8,151",3.13
Secretaría de Marina,SEMARMX,212150908889717,1729307,1761364,2021-02-15 08:00:15 CST,Photo,2997,98,2146,2805,0,7,0,0,92,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3351351484969628,"Tú, que con tu nobleza, sabiduría y fortaleza enalteces este país, hoy #MujerMexicana te honramos y agradecemos por estar #ParaServirAMéxico #FelizLunes #DíaDeLaMujerMexicana",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3351351304969646/?type=3,,,,,,,"8,145","8,145",3.5
Secretaría de Marina,SEMARMX,212150908889717,1616895,1648366,2020-08-15 12:30:09 CDT,Photo,3862,108,834,3040,5,7,0,1,145,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2858470224257759,"La lealtad de los hermanos Ecko y Evil enorgullece a nuestra Institución, porque están #ParaServirAMéxico.",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2858459430925505/?type=3,,,,,,,"8,002","8,002",3.09
Secretaría de Marina,SEMARMX,212150908889717,1567091,1581724,2020-03-04 08:15:09 CST,Photo,4245,117,664,2928,20,11,9,2,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2464767900294662,El pertenecer al Cuerpo de #InfanteríaDeMarina me ha demostrado que mis capacidades no tienen límites. #SoyMujer #SoyNaval y estoy #ParaServirAMéxico,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2464766850294767/?type=3,,,,,,,"7,996","7,996",3.09
Secretaría de Marina,SEMARMX,212150908889717,1591963,1607490,2020-05-29 07:39:54 CDT,Photo,4399,190,713,2387,7,11,4,1,267,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2652047084900075,"La satisfacción que causan nuestras acciones en la población civil, nos alienta a continuar con nuestras labores para quien más lo necesita. Estamos #ParaServirAMéxico",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2652020781569372/?type=3,,,,,,,"7,979","7,979",3.08
Secretaría de Marina,SEMARMX,212150908889717,1637778,1669771,2020-09-02 11:19:00 CDT,Photo,5213,89,760,1679,122,9,2,1,58,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2910837132354401,"#Noticias Resultado de un operativo de patrullaje de vigilancia marítima y aérea, personal naval detiene a 3 presuntos infractores de la ley, asegurando aproximadamente 3 toneladas de droga en Mahahual, Quintana Roo. Más información: https://bit.ly/2EXxWvk:=:https://www.gob.mx/semar/prensa/semar-detiene-a-tres-presuntos-infractores-de-la-ley-y-asegura-aproximadamente-tres-toneladas-de-presunta-droga-en-mahahual-quintana-roo?idiom=es #ParaServirAMéxico #SoyNaval Secretaría de la Defensa Nacional",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2910830655688382/?type=3,,,Photos from Secretaría de Marina's post,,,,"7,933","7,933",3.06
